sampleNo,locateID,bed,Loc,Facies,TypeDep,TypeClast,TypeLoc,TYPELocClast,TypeFac,psilevel,scale,area,mm^2,mm,PSI,Chain,efd1,efd2,efd3,efd4,efd5,efd6,efd7,efd8,efd9,efd10,efd11,efd12,efd13,efd14,efd15,efd16,efd17,efd18,efd19,efd20,efd21,efd22,efd23,efd24,efd25,efd26,efd27,efd28,efd29,efd30,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15
O7A_4_02_7,O7A_4,A,4,Co-genetic,Deb,TYPE II,O7A_4_Deb,O7A_4_TYPE II,Co-genetic_Deb,O7A_4_4,4.216563E-03,98368,414.77486918400007,22.9805954146,4.52234427279,1608,0.5393801821766364,-4.42926683554351,-4.93557974730725,-7.52100951403197,-7.84451593342729,-9.01015956571919,-9.18715209997476,-9.30865943737974,-9.6888864664244,-10.9013235918292,-11.8836510633635,-10.899960194584,-12.3585988949111,-11.4382708907742,-12.2734786435019,-11.4870245744698,-12.5122146662435,-12.0397631229641,-12.0167954443225,-12.7984545872709,-13.7657612683465,-14.0071902820813,-14.0999794806169,-14.9380893415049,-14.3329109859556,-14.8050974402899,-14.1567610080904,-15.8095484328846,-14.4877083954472,-15.6166206346869,1.61015699617012,0.848052291271223,1.24602860222916,0.247417586409053,0.550982263234435,0.622261534894837,0.573476175621502,-0.09013048648689,-0.0757095383890331,-0.0120079120018109,0.492899132752184,0.50477749135737,-0.472802011559556,-0.556450792542272,0.194630665208501
O7A_4_02_8,O7A_4,A,4,Co-genetic,Deb,TYPE II,O7A_4_Deb,O7A_4_TYPE II,Co-genetic_Deb,O7A_4_5,4.216563E-03,368842,1555.245530046,44.4994394417,5.47571525749,3278,0.6202579724940313,-3.7201359885653,-4.45150459354322,-5.11848844665982,-6.37387343516267,-6.08453538760298,-6.79015546926459,-9.419247658971,-9.40003700362031,-8.57541318398798,-8.98978271400941,-9.4981561859423,-9.17657864087035,-10.0165632436646,-9.4660535777901,-10.7671653772632,-10.3830777104243,-9.66041845090616,-11.053411750346,-11.1574352811145,-10.5731300105548,-12.0729469478795,-11.7252392353556,-12.7414365004878,-12.0623301204245,-11.6962331455424,-11.5415204078244,-12.0058492177202,-13.3512378769564,-13.3162091917281,7.0573725099979,-0.216359014499835,0.0297328069729929,-0.473069096658869,0.711524789115844,0.107179683352917,-0.744610464717166,0.498092766470355,-0.626155787028345,-1.07520978992672,-0.697340620033988,-0.743961377616766,0.025621281649418,0.607236747027607,-0.0787738815862525
O7A_4_03_1,O7A_4,A,4,Co-genetic,Deb,TYPE II,O7A_4_Deb,O7A_4_TYPE II,Co-genetic_Deb,O7A_4_6,5.514165E-03,952374,5251.54737771,81.7708859702,6.35351536662,6606,0.7242461318144613,-2.36651824194329,-3.25454060613132,-4.54582221757786,-5.56374542690054,-7.21328211603701,-5.6205499999353,-7.1005335777451,-6.88405526388436,-7.15908675293641,-9.20653059801734,-9.45100811989214,-8.58437074314641,-9.07852853304558,-8.53415879603244,-7.82040149180954,-8.74547245413244,-10.0761165404231,-8.8757604190362,-8.41471156607077,-10.5135018928112,-9.04808050289803,-13.380515207116,-10.3214946301475,-10.4143736743231,-11.752968147939,-11.1759073368665,-10.1197634148876,-11.2297139058867,-10.875592035306,9.82149935488475,-1.0780359161825,0.716878920884969,-1.29747578532966,0.448878303469178,0.325432593539349,-0.849203805844125,2.24474326975185,-1.23044128765138,0.422190914270036,0.402807698607998,0.497147496423262,0.507970670153731,-0.228242880547242,-0.93661358257844
O7A_4_03_10,O7A_4,A,4,Co-genetic,Deb,TYPE II,O7A_4_Deb,O7A_4_TYPE II,Co-genetic_Deb,O7A_4_3,5.514165E-03,26194,144.43803800999999,13.5611290739,3.76140539441,862,0.6065036966310088,-3.05868962720307,-3.85342873193808,-4.5274128704512,-6.14170582300097,-6.32184457356223,-6.58726661574176,-7.64833254237546,-8.64503401742844,-7.88849168479361,-8.94998459589547,-9.26358536882332,-11.6586572267853,-9.91781524452823,-9.82046393423986,-10.5513360316508,-10.8770936913953,-10.4755452073241,-12.0316820506816,-11.3390568131459,-11.8664153666136,-11.6070847256003,-12.4583145584674,-12.5694539539034,-13.7631850704608,-13.797696519713,-11.8785938714766,-13.7372280057662,-13.8072600874065,-12.7858438501369,7.55401528889738,0.221526748519862,1.76202934045455,-0.967084426614886,0.100557142374763,-0.030866927898537,-0.145016801431621,0.862345168640307,-0.562440200006517,-0.527819196093536,-0.115521654541499,0.950167298698763,0.148989896808151,1.1131020637228,0.373408731298578
O7A_4_03_11,O7A_4,A,4,Co-genetic,Deb,TYPE II,O7A_4_Deb,O7A_4_TYPE II,Co-genetic_Deb,O7A_4_3,5.514165E-03,23389,128.970805185,12.8144734296,3.67970229173,613,0.6254776754778568,-6.80576906348594,-5.4772584395613,-7.51548542868975,-7.21817294116557,-7.7772042205775,-8.02650565948389,-8.23098774581408,-8.82151383122923,-9.23227273067001,-10.0218694985902,-10.0311325798396,-12.6974619218481,-11.0825103207617,-10.7193107385423,-11.4766158196651,-12.2101050760273,-12.4338710144399,-13.055547961623,-13.889002396615,-12.8476378338821,-12.9761435174368,-13.0851484354612,-12.6930649622516,-13.5496086572952,-14.0754934762254,-16.162090654201,-13.8023762426665,-15.0983602337664,-14.0421877343297,3.64535909583511,0.527142705612616,-0.262270942058618,0.824734266227928,-1.28173359903437,-0.501868418389258,0.376667093234496,-0.0483971040086906,-0.35329927927417,-0.0801138406373461,0.169342831432417,1.31730462478537,-0.653984301061422,0.696645617012742,0.547095584474653
O7A_4_03_12,O7A_4,A,4,Co-genetic,Deb,TYPE II,O7A_4_Deb,O7A_4_TYPE II,Co-genetic_Deb,O7A_4_2,5.514165E-03,3240,17.8658946,4.76944058636,2.25382006065,295,0.5377679218963113,-4.21548073304679,-5.19492093133913,-6.91236911213397,-6.21134097658059,-9.7019513725745,-9.04062372700284,-9.11909249335517,-9.80530889180239,-8.84014095429738,-10.2782841841516,-11.6332332354841,-10.8093811259979,-11.0690879621909,-11.9717074049876,-11.1445673634201,-11.0864759471947,-12.2119374782858,-13.2682343455787,-12.3552307407338,-12.5105465696409,-13.3856708089315,-13.2962875997428,-13.23117064878,-13.967686745504,-14.3451070547765,-14.5894653666568,-13.4057477794629,-13.6799228268766,-14.9470030058021,3.20112218502427,-0.0249939083515544,0.696484514195919,-0.0867208124233302,-0.0254218177969715,0.678492220532241,-0.736303176103649,-1.1746140943604,0.661325808470294,0.257677296740785,0.190144993061427,0.294790532642404,0.681502367934209,-0.0550508703395285,-1.04128446932427
O7A_4_03_13,O7A_4,A,4,Co-genetic,Deb,TYPE II,O7A_4_Deb,O7A_4_TYPE II,Co-genetic_Deb,O7A_4_3,5.514165E-03,10292,56.751786179999996,8.50050694951,3.08754888263,470,0.8867663167047808,-2.98765493001104,-4.74317589809596,-4.26202560289279,-5.70489650146363,-7.56072272278743,-7.96373378599119,-7.15604169265095,-7.09604635884674,-7.76244399765002,-8.00833574279086,-8.28696963638714,-9.2065322924737,-9.03664395273941,-9.29027315125131,-10.0936960946946,-9.61108164506929,-9.35980205451811,-10.5903587659425,-11.0925061275789,-11.1109911365301,-11.141459009108,-11.470348387299,-11.3344685193085,-12.8136685773183,-12.069316308121,-12.4025087548683,-11.5168431008659,-12.3090755653938,-14.548542321094,8.85529295235587,1.01555367662365,-1.45951677741542,-0.782194281164157,-0.381824732049939,0.497330300680777,-1.04321819928552,1.65222949432227,0.862614413630373,1.38582487270178,0.67755865746138,0.197014367676061,0.405529536726678,0.490311754171562,-0.155536634497502
O7A_4_03_14,O7A_4,A,4,Co-genetic,Deb,TYPE II,O7A_4_Deb,O7A_4_TYPE II,Co-genetic_Deb,O7A_4_4,5.514165E-03,106052,584.78822658,27.2869106968,4.7701371632,1365,0.6741225008485184,-4.32137244476899,-5.71513461357009,-6.15787220456625,-7.71253012239678,-7.01662907196111,-8.27793930793296,-7.8909237940916,-9.79587018314945,-10.5039256614139,-9.1070833222086,-10.4508125508539,-11.5525391833349,-10.4463731993785,-9.911745085648,-10.2534368538868,-10.9499120960663,-10.494544960053,-12.3003923614672,-12.3780324083861,-14.2053327951111,-12.1682583437068,-12.9375680791319,-13.6210971346749,-13.5422686608502,-13.1873418758548,-14.135377174241,-13.8505934387497,-14.3801534879858,-13.2228046909499,4.42534522887859,1.53517992002415,-1.248874503429,0.000348584608803326,0.45398096316733,0.00825608621249228,0.0543816410503848,-0.287882573842806,-0.0444173605111981,-0.366365210638314,-0.768800135059359,1.11378985515799,-0.167418325700512,0.261505716427688,1.14398426577712
O7A_4_03_15,O7A_4,A,4,Co-genetic,Deb,TYPE II,O7A_4_Deb,O7A_4_TYPE II,Co-genetic_Deb,O7A_4_6,5.514165E-03,1000468,5516.7456292199995,83.8101347891,6.38905280809,4338,0.7891291737445001,-3.58109046611062,-5.30837444140358,-5.41586754093846,-6.12313473027933,-8.34277616470778,-8.41983977698928,-7.69666606268716,-8.61253812934249,-9.30194680449113,-9.9127871802536,-8.83770707823551,-10.4274438161847,-11.1968083280646,-10.1112592405202,-9.93153194842643,-12.7598627999888,-10.3187789949096,-10.260696638281,-10.7145679443314,-11.1306602030164,-12.2062838702657,-11.727956042609,-13.2690850870747,-12.079042881237,-12.0441542334029,-14.1160718356766,-12.8067351004837,-11.9652440631316,-12.8118372936789,5.67934334607797,1.27332339639836,-0.913875666132511,-0.75236170598808,-0.488567785957809,0.442069889353156,-1.30959924891661,0.440721452430395,0.182835003864231,0.886847555030029,1.03119761119702,0.120177228073513,-0.0633305243406264,-0.0101363381323468,0.560076126699803
O7A_4_03_16,O7A_4,A,4,Co-genetic,Deb,TYPE II,O7A_4_Deb,O7A_4_TYPE II,Co-genetic_Deb,O7A_4_5,5.514165E-03,334726,1845.7343937899998,48.4774382497,5.59924155768,3763,0.6059329541431617,-5.21802571011054,-3.05058662571394,-5.726094812439,-5.15805478258642,-6.34548463850346,-8.08116692869745,-6.62869896526073,-8.26688281593926,-8.15404258777865,-9.50488584761561,-8.49485512679468,-9.61643046341863,-8.71683590347281,-9.79009081230609,-8.61869359309226,-9.87659602955263,-10.1555755904522,-9.67681662120657,-9.60177218423457,-11.356156196663,-9.86319180784475,-12.2130938295166,-11.5018743107533,-10.6459640425737,-10.9008099845091,-11.7893771879122,-11.5690834866914,-11.1284367026074,-10.636144488112,8.15743363732578,-0.761573406051892,2.34568852304078,0.790015986330881,0.105090717657564,-0.799155394378711,-1.37379193541485,1.83571558294597,0.651959634887452,0.547118102440524,-0.17600833037386,0.0975183691404935,-0.129510853156753,-0.249257312577393,-0.0473610283545338
O7A_4_03_17,O7A_4,A,4,Co-genetic,Deb,TYPE II,O7A_4_Deb,O7A_4_TYPE II,Co-genetic_Deb,O7A_4_3,5.514165E-03,34848,192.15762192,15.6416969364,3.96732513112,795,0.6191575715285512,-4.93897410832197,-5.76249021258079,-6.26865478008891,-8.35566499823988,-7.13383633998395,-9.92852676260943,-8.32003618968258,-10.5695883684245,-11.0435838695547,-10.4074877320063,-12.8683511841413,-10.6987920507185,-12.5738754047179,-11.6255693760556,-12.4861677218024,-13.5959459382435,-12.1703708682593,-13.8183457124478,-12.6152593788082,-13.7952026284883,-14.0626198259153,-13.5386682495441,-14.1294211317036,-13.6100826100191,-14.6802412037621,-13.8087829530342,-14.7396089272825,-14.7826099818824,-14.7065514727766,1.74434413379252,1.88421142288724,-0.994782731535818,-0.321484719316141,1.51383153178492,-1.33492555386598,-0.0903693435628638,-0.966175359801383,0.323606824159996,-0.319113844273987,-0.585854596358342,0.396618312153544,0.0773419823289538,-0.659804729953107,-0.0904806922564645
O7A_4_03_2,O7A_4,A,4,Co-genetic,Deb,TYPE II,O7A_4_Deb,O7A_4_TYPE II,Co-genetic_Deb,O7A_4_4,5.514165E-03,128582,709.02236403,30.0458867731,4.90909559703,1909,0.54844842853138,-3.52775229989744,-4.60282634179928,-6.25937775156016,-6.12172773969371,-6.92184709626673,-8.58027933074131,-7.99572553498287,-8.18755436862726,-9.04464834524995,-9.00838493062926,-11.2271175967244,-10.6236002411367,-10.114436714418,-11.0139515913221,-10.6866255208424,-11.5687815719368,-11.2333947813758,-13.4323081006584,-12.9050562600372,-12.9708909076891,-13.0728729997174,-12.7725091398714,-13.2462146612976,-13.7869588932945,-13.2443921696402,-14.3353103677148,-14.3995018630434,-13.8428755904556,-14.793843115131,5.67562660307205,-0.192320457235011,0.826147385678889,-0.615481155456175,0.507433697992631,-0.240900817880884,0.0475187026519138,-0.361215046476142,1.00281499532526,0.398077717006036,-0.513954949970395,0.741632536241738,-0.317578254789034,0.0261286899778144,-0.67447543461055
O7A_4_03_3,O7A_4,A,4,Co-genetic,Deb,TYPE II,O7A_4_Deb,O7A_4_TYPE II,Co-genetic_Deb,O7A_4_4,5.514165E-03,50864,280.47248856,18.8973189539,4.24010966233,1368,0.749001657971125,-3.63421167767656,-3.70394912583005,-5.02185400758256,-5.75749369374905,-6.26570274405046,-5.4405834989217,-6.58198169851127,-7.37285856267354,-7.3960404979605,-6.53370104726842,-8.15891136193703,-9.29830980200541,-8.20116851384092,-8.50946266215633,-9.74159789732432,-10.1623576138814,-8.91400778360656,-8.60554687734599,-10.3430816939025,-9.71341821218957,-10.894332388507,-9.08667353210018,-12.2460112366967,-8.89132110382689,-9.66343593907746,-11.0214162999749,-12.258929616066,-10.4972903801687,-11.2491602909953,10.5772693478779,-0.891818280908413,-0.184170746658716,-0.43529348700955,-0.262639154533362,-0.0950141755756385,-0.142646471037011,1.88753481351072,-0.544943821646493,0.547492925527899,-0.79151600291465,0.581516417536458,0.895729507755586,1.0476901232823,0.554442394856958
O7A_4_03_4,O7A_4,A,4,Co-genetic,Deb,TYPE II,O7A_4_Deb,O7A_4_TYPE II,Co-genetic_Deb,O7A_4_4,5.514165E-03,53496,294.98577084,19.3800812322,4.27650271276,958,0.637094764443605,-5.52997710076672,-5.36859969719659,-6.84431682317283,-7.30090660019763,-7.79125805048041,-8.37560463594107,-9.42097818925946,-10.6462923870558,-9.56060069692241,-10.7542502794087,-12.7532089850797,-10.2354318931775,-11.4304734355833,-10.9034006185376,-12.1773078553993,-12.3873732363559,-13.1690412454076,-12.2227353935983,-13.4377533714145,-11.6786007812568,-13.1839833933778,-13.2863969367633,-13.4511246457475,-14.2083539464919,-13.9472213708869,-14.3165777300624,-15.7852810180055,-15.5039108006763,-14.2943040331055,2.72320297183249,0.597772899849307,-0.653509307296579,-0.0291702714426543,0.503575647888017,-0.40955700183585,-0.934018678281992,-0.286523331213616,-0.620358234598717,-0.704398607675423,-0.903681713047598,0.209442897917339,0.315276354762766,-0.246124278887447,-0.973097383299321
O7A_4_03_5,O7A_4,A,4,Co-genetic,Deb,TYPE II,O7A_4_Deb,O7A_4_TYPE II,Co-genetic_Deb,O7A_4_4,5.514165E-03,40408,222.81637931999998,16.8433555257,4.07410767498,1411,0.5451721483249792,-3.48674484971157,-4.64309468216042,-5.23405008580802,-5.68782370686849,-6.69684901306495,-6.44933916661616,-7.24694110483705,-6.87692287399257,-8.20836124820232,-9.53589349083782,-8.37400583641976,-8.16501621394806,-9.49345768374412,-10.7545574352814,-9.57191321708477,-9.68917808662701,-11.190891515958,-11.5269628820353,-13.4169811163579,-10.305345602295,-10.3854632207232,-11.1951233637176,-11.4412371173824,-11.4507041514353,-12.1267736516001,-12.6836458524889,-11.8366131026815,-12.173659019375,-13.0212316802314,8.540058410982,-0.808938019158277,0.444635640164312,-0.510859925697636,-0.5830737675788,0.0719828062617767,0.318769453015858,-0.127428891567671,-0.0769690319837523,-0.0998173545410876,0.520312428386566,-0.825839520488644,-0.25516677520596,-1.25292005904223,-0.495513429322125
O7A_4_03_6,O7A_4,A,4,Co-genetic,Deb,TYPE II,O7A_4_Deb,O7A_4_TYPE II,Co-genetic_Deb,O7A_4_5,5.514165E-03,167990,926.3245783499999,34.3428753079,5.10193892685,1651,0.6781590473186498,-5.39287858413647,-5.74355414754551,-7.62670906941675,-8.82440744387674,-8.74529602583558,-8.85105326519827,-8.53788979390489,-7.76391634236416,-8.97889908907152,-9.2821919274788,-9.15995378984624,-11.2288459286894,-9.65691261208722,-10.8985081090756,-11.051849800633,-11.0439126315246,-11.3155746507981,-14.1231990217618,-12.6327089644057,-12.3364896118865,-13.0603597267964,-12.6036637409759,-13.3399306612225,-13.9372529905697,-13.0937972278848,-13.1490500639132,-14.2132378823378,-13.7429502908111,-15.8420872107581,4.31210986775681,1.2390082636357,-1.70758044673333,1.70146126272332,-0.013793432445513,0.513037546643571,1.87272409958704,0.215428213832708,0.115609663218135,0.711826900352997,0.740460109321767,0.728555332800439,-0.22691817979791,0.34290845582128,0.114614826280301
O7A_4_03_7,O7A_4,A,4,Co-genetic,Deb,TYPE II,O7A_4_Deb,O7A_4_TYPE II,Co-genetic_Deb,O7A_4_6,5.514165E-03,882756,4867.662238739999,78.725472706,6.29875860992,5487,0.6412812433876225,-3.2384108475239,-5.88697659375575,-3.67829202723668,-5.45746177154354,-6.78322696098883,-6.72038278975549,-7.45874880582352,-8.50287266080407,-9.19534019200086,-7.95673883212457,-9.13299981149996,-10.1370265451898,-10.6780130860126,-9.38752111018547,-10.1806840055805,-9.96713836450422,-10.3327865805125,-10.1263880539824,-9.28831770064698,-12.0861895897305,-11.2317893424242,-10.8350131452739,-10.8187174953739,-10.2751244005995,-11.2319474802898,-11.6822218306967,-11.9435788794679,-12.3245305925689,-11.144834906091,7.6250239494022,0.422982893811788,-1.31526565427084,-1.66523392002333,-0.858862613070192,0.151262009836298,-0.834258801056058,-1.11336005635221,0.433669007915217,-0.893291903622959,0.0492123191379715,0.455393143730907,0.122785500103736,0.339428154877548,0.990748935434408
O7A_4_03_8,O7A_4,A,4,Co-genetic,Deb,TYPE II,O7A_4_Deb,O7A_4_TYPE II,Co-genetic_Deb,O7A_4_2,5.514165E-03,3076,16.961571539999998,4.6471651171,2.21635090575,238,0.7562363888268808,-3.32512314236794,-4.30203986918226,-4.41663170217767,-7.90638120971298,-8.48622159098566,-9.29328345641496,-8.35317298666017,-9.25984869673412,-9.79564658850936,-10.9407934134617,-9.86747787091339,-10.8401361833196,-10.2739085172116,-12.0673126162754,-10.5811044386476,-13.9943028978397,-11.4319848591086,-13.0438681367358,-12.754221886142,-13.9371832753176,-12.767353921823,-13.3091500627668,-12.5373301061943,-13.879142225326,-13.3235513512482,-15.3186708093133,-12.9469642929511,-14.845106396668,-13.5155179810841,4.19596669403433,2.30775971658107,0.662048941440858,-0.397710328061413,1.06572037880294,0.417486023825848,0.13865687297793,1.80272826993852,0.495062325294434,0.361880595967104,0.853406544235447,-0.150723530828991,0.806496287587486,-0.481741622329586,-0.116415509308982
O7A_4_03_9,O7A_4,A,4,Co-genetic,Deb,TYPE II,O7A_4_Deb,O7A_4_TYPE II,Co-genetic_Deb,O7A_4_5,5.514165E-03,176600,973.8015389999999,35.211967116,5.13799392048,2138,0.5779852671270512,-6.40545215944699,-4.65940488627082,-6.05117418598768,-6.03106147441425,-7.05906329099473,-9.09472062658065,-8.96740789512142,-8.70221443682237,-9.04062226971105,-11.0242735042619,-9.73494254236276,-9.71411470964665,-9.35077390026984,-10.7727952956338,-10.0029057912321,-10.9773411730289,-11.1719060382411,-11.4547023815199,-12.018832354549,-12.0981473102456,-10.8776055556073,-13.0743023533967,-10.6478012491145,-12.2556944878184,-12.5661654072713,-11.8749479446339,-13.0895347111761,-13.3816288054329,-12.1416024610864,5.14226773244044,0.0301147356675837,0.675709772754347,1.13762472282623,-0.30427932816039,-0.261601762342658,-0.988618378540854,0.690178795308699,1.0433490171926,-0.56895476906802,0.122755996097083,-0.416409239178194,-0.844404711872233,-0.700558003481555,-0.87056106618284
O7A_4_04_1,O7A_4,A,4,Co-genetic,Deb,TYPE II,O7A_4_Deb,O7A_4_TYPE II,Co-genetic_Deb,O7A_4_5,5.541565E-03,544818,3019.14436017,62.0007579843,5.95421394802,4156,0.6495388562624003,-3.57949844017619,-4.65115232640477,-5.39332488962108,-6.69661022448527,-6.23891282478383,-6.00069109206451,-7.06556601017744,-7.02363168463937,-8.43834372060718,-7.65484776654945,-8.13900122569062,-9.55456286432428,-9.99192597842452,-8.80866918305593,-10.906788588432,-9.15780800673337,-10.0849387081634,-9.85379365985946,-11.4564124217142,-9.85435185991628,-10.8466714414222,-11.827430283562,-9.8555959716968,-10.652863689703,-11.2883975774097,-11.2137666412582,-10.9215182255106,-13.1215562390471,-11.0796455159121,8.90297880214546,-0.51185738795752,-0.829781699582294,-0.501590807509268,0.027442367294735,-0.322140549487873,0.670309433167333,0.49434817463851,-0.77678672082169,0.0551325333372406,0.20055780031972,0.381454383956879,-0.182622127205271,0.445073341557238,0.876220116180381
O7A_4_04_10,O7A_4,A,4,Co-genetic,Deb,TYPE II,O7A_4_Deb,O7A_4_TYPE II,Co-genetic_Deb,O7A_4_2,5.541565E-03,2718,15.06197367,4.37921231484,2.13067139684,231,0.5460277854958461,-5.47565577065396,-4.95704383844261,-6.16252012007037,-6.68784910948701,-9.13526452704786,-8.93181664509597,-9.92162747833839,-11.769700333519,-9.60806722895229,-10.8695990677029,-10.8688741955651,-12.2012694013881,-12.4332542564174,-12.7245925654863,-13.3854885025801,-13.6963291540416,-13.258447291639,-13.3623873722971,-14.5599326553471,-15.5694047206347,-14.5416970337846,-15.3173946369189,-14.3272146594766,-14.8968465311381,-14.9766850748366,-15.9253739837569,-14.8453201429289,-15.056188909143,-14.7180017705831,1.59357866496632,0.816986525658422,1.60765561475555,-0.0832479451742512,-0.231930383741921,0.0505985052094329,-0.99963755620542,-0.738884905806567,0.139570127975687,-0.775527224473478,0.105168337832058,-0.367467799566896,0.974438182962745,0.752252304730162,0.196437022065952
